,prolific_id,title,cond,item_idx,item_id,q_id,a_id,question,answer,rt,time,exp,a,yes,no,unclear,val,Unnamed: 0,iter
198,5ee3f235c53c280e4261bcc3,Reversed Turnips,non_moral,53.0,53,1,1,Why?,If i do nothing then i can harvest much more,36910.0,2023-01-22 18:22:02,non_moral,If i do nothing then i can harvest much more,na,na,na,na,,
199,5ee3f235c53c280e4261bcc3,Reversed Turnips,non_moral,53.0,53,0,0,You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest thirty bushels of turnips. By choosing the path on the right you will harvest fifteen bushels of turnips. If you do nothing your turnip-picking machine will turn to the left. Would you turn your turnip-harvesting machine to the right in order to harvest fifteen bushels of turnips instead of thirty?,No,36910.0,2023-01-22 18:22:03,non_moral,No,False,True,False,no,,
200,62d7ff5d3dc7c359cb3fa1ab,Investment Offer,non_moral,9.0,54,1,1,Why?,Based on previous evidence and returns it wouldnt be a good investment,605764.0,2023-01-22 18:22:13,non_moral,Based on previous evidence and returns it wouldnt be a good investment,na,na,na,na,,
201,62d7ff5d3dc7c359cb3fa1ab,Investment Offer,non_moral,9.0,54,0,0,"You are at home one day when the mail arrives. You receive a  letter from a reputable corporation that provides financial services. They have invited you to invest in a mutual fund, beginning with an initial investment of one thousand dollars. As it happens, you are familiar with this particular mutual fund. It has not performed very well over the past few years, and, based on what you know, there is no reason to think that it will perform any better in the future. Would you invest a thousand dollars in this mutual fund in order to make money?",No,605764.0,2023-01-22 18:22:14,non_moral,No,False,True,False,no,,
202,62d7ff5d3dc7c359cb3fa1ab,Transplant,personal_moral,10.0,21,0,0,"You are a doctor. You have five patients, each of whom is  about to die due to a failing organ of some kind. You have another patient who is healthy. The only way that you can save the lives of the first five patients is to transplant five of this young manâ€™s organs (against his will) into the bodies of the other five patients. If you do this, the young man will die, but the other five patients will live. Is it appropriate for you to perform this transplant in order to save five of your patients?",No,38810.0,2023-01-22 18:22:46,personal_moral,No,False,True,False,no,,
203,62d7ff5d3dc7c359cb3fa1ab,Transplant,personal_moral,10.0,21,1,1,Why?,That patient was not going to die regardless so kill him to save others would go against the doctors vow to do no harm,38810.0,2023-01-22 18:22:47,personal_moral,That patient was not going to die regardless so kill him to save others would go against the doctors vow to do no harm,na,na,na,na,,
204,5ee3f235c53c280e4261bcc3,New Job,non_moral,54.0,62,0,0,"You have been offered employment by two different firms, and you are  trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm Bâ€™s offer in order to have two more days of vacation per year?",No,46890.0,2023-01-22 18:22:49,non_moral,No,False,True,False,no,,
205,5ee3f235c53c280e4261bcc3,New Job,non_moral,54.0,62,1,1,Why?,"2 days vacation is not worth that price reduction, i can take the higher job and call in sick if i wanted more time off \",46890.0,2023-01-22 18:22:50,non_moral,"2 days vacation is not worth that price reduction, i can take the higher job and call in sick if i wanted more time off \",na,na,na,na,,
206,637ef49d54038582f78ff288,Five-for-Seven Trolley,impersonal_moral,22.0,12,1,1,Why?,i would not be liable for the deaths of the 5 people since i have no obligation to hit the switch. also i would be preventing the death of more people,113114.0,2023-01-22 18:23:02,impersonal_moral,i would not be liable for the deaths of the 5 people since i have no obligation to hit the switch. also i would be preventing the death of more people,na,na,na,na,,
207,637ef49d54038582f78ff288,Five-for-Seven Trolley,impersonal_moral,22.0,12,0,0,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",it isnt,113114.0,2023-01-22 18:23:03,impersonal_moral,it isnt,False,False,True,unclear,,
208,62d7ff5d3dc7c359cb3fa1ab,Food Prep,non_moral,11.0,59,0,0,"You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?",No,29673.0,2023-01-22 18:23:15,non_moral,No,False,True,False,no,,
209,62d7ff5d3dc7c359cb3fa1ab,Food Prep,non_moral,11.0,59,1,1,Why?,Because it would take much longer for no reason,29673.0,2023-01-22 18:23:16,non_moral,Because it would take much longer for no reason,na,na,na,na,,
210,5ee3f235c53c280e4261bcc3,Lost Wallet,impersonal_moral,55.0,20,0,0,"You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the ownerâ€™s driverâ€™s license. From the credit cards and other items in the wallet itâ€™s very clear that the walletâ€™s owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?",Yes,49721.0,2023-01-22 18:23:39,impersonal_moral,Yes,True,False,False,yes,,
211,5ee3f235c53c280e4261bcc3,Lost Wallet,impersonal_moral,55.0,20,1,1,Why?,"The man should be greatful to receive his wallet back, it seems only fair that i benefit from my good deed",49721.0,2023-01-22 18:23:40,impersonal_moral,"The man should be greatful to receive his wallet back, it seems only fair that i benefit from my good deed",na,na,na,na,,
212,637ef49d54038582f78ff288,New Job,non_moral,23.0,62,0,0,"You have been offered employment by two different firms, and you are  trying to decide which offer to accept. Firm A has offered you an annual salary of $100, 000 and fourteen days of vacation per year. Firm B has offered you an annual salary of $50, 000 and sixteen days of vacation per year. The two firms and the two positions are otherwise very similar. Is it appropriate for you to take Firm Bâ€™s offer in order to have two more days of vacation per year?",no,44756.0,2023-01-22 18:23:47,non_moral,no,False,True,False,no,,
213,637ef49d54038582f78ff288,New Job,non_moral,23.0,62,1,1,Why?,its only two more days and half of the pay. it really isnt worth it. ,44756.0,2023-01-22 18:23:48,non_moral,its only two more days and half of the pay. it really isnt worth it. ,na,na,na,na,,
214,62d7ff5d3dc7c359cb3fa1ab,Standard Trolley,impersonal_moral,12.0,3,0,0,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",No,44817.0,2023-01-22 18:24:01,impersonal_moral,No,False,True,False,no,,
215,62d7ff5d3dc7c359cb3fa1ab,Standard Trolley,impersonal_moral,12.0,3,1,1,Why?,In this case you should let nature run its course and not choose to purposely kill anyone even if doing nothing would kill people,44817.0,2023-01-22 18:24:02,impersonal_moral,In this case you should let nature run its course and not choose to purposely kill anyone even if doing nothing would kill people,na,na,na,na,,
216,637ef49d54038582f78ff288,Standard Turnips,non_moral,24.0,43,0,0,You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?,i would,32321.0,2023-01-22 18:24:19,non_moral,i would,False,False,True,unclear,,
217,637ef49d54038582f78ff288,Standard Turnips,non_moral,24.0,43,1,1,Why?,the reason being is i would gain more turnips,32321.0,2023-01-22 18:24:20,non_moral,the reason being is i would gain more turnips,na,na,na,na,,
218,5ee3f235c53c280e4261bcc3,Standard Trolley,impersonal_moral,56.0,3,1,1,Why?,"It is the greatest good for the greatest number of people, even though it is a decision i made, i would feel worse having not intervened",45354.0,2023-01-22 18:24:25,impersonal_moral,"It is the greatest good for the greatest number of people, even though it is a decision i made, i would feel worse having not intervened",na,na,na,na,,
219,5ee3f235c53c280e4261bcc3,Standard Trolley,impersonal_moral,56.0,3,0,0,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of fi ve railway workmen. On the tracks extending to the right is a single railway workman. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to avoid the deaths of these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the death of the single workman. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",Yes,45354.0,2023-01-22 18:24:26,impersonal_moral,Yes,True,False,False,yes,,
220,62d7ff5d3dc7c359cb3fa1ab,Brownies,non_moral,13.0,47,0,0,"You have decided to make a batch of brownies for yourself. You open  your recipe book and find a recipe for brownies. The recipe calls for a cup of chopped walnuts. You donâ€™t like walnuts, but you do like macadamia nuts. As it happens, you have both kinds of nuts available to you. Would you substitute macadamia nuts for walnuts in order to avoid eating walnuts?",yes,29700.0,2023-01-22 18:24:30,non_moral,yes,True,False,False,yes,,
221,62d7ff5d3dc7c359cb3fa1ab,Brownies,non_moral,13.0,47,1,1,Why?,This scenario doesn't have any negative consequences for anyone,29700.0,2023-01-22 18:24:31,non_moral,This scenario doesn't have any negative consequences for anyone,na,na,na,na,,
222,5ee3f235c53c280e4261bcc3,Footbridge,personal_moral,57.0,22,0,0,"A runaway trolley is heading down the tracks toward five workmen who will  be killed if the trolley proceeds on its present course. You are on a footbridge over the tracks, in between the approaching trolley and the five workmen. Next to you on this footbridge is a stranger who happens to be very large. The only way to save the lives of the five workmen is to push this stranger off the bridge and onto the tracks below where his large body will stop the trolley. The stranger will die if you do this, but the five workmen will be saved. Is it appropriate for you to push the stranger on to the tracks in order to save the five workmen?",Yes,38010.0,2023-01-22 18:25:03,personal_moral,Yes,True,False,False,yes,,
223,5ee3f235c53c280e4261bcc3,Footbridge,personal_moral,57.0,22,1,1,Why?,"it would save more people, even if it is seen as an immoral thing to do",38010.0,2023-01-22 18:25:04,personal_moral,"it would save more people, even if it is seen as an immoral thing to do",na,na,na,na,,
224,62d7ff5d3dc7c359cb3fa1ab,Euthanasia,personal_moral,14.0,42,0,0,"You are the leader of a small group of soldiers. You are on  your way back from a completed mission deep in enemy territory when one of your men has stepped in trap that has been set by the enemy and is badly injured. The trap is connected to a radio device that by now has alerted the enemy to your presence. They will soon be on their way. If the enemy finds your injured man they will torture him and kill him. He begs you not to leave him behind, but if you try to take him with you your entire group will be captured. The only way to prevent this injured soldier from being tortured is to shoot him yourself. Is it appropriate for you to shoot this soldier in order to prevent him from being tortured by the enemy?",Yes,50025.0,2023-01-22 18:25:20,personal_moral,Yes,True,False,False,yes,,
225,62d7ff5d3dc7c359cb3fa1ab,Euthanasia,personal_moral,14.0,42,1,1,Why?,The man will die anyway at the hands of the enemy. This way he does not suffer and the rest of the team survive,50025.0,2023-01-22 18:25:21,personal_moral,The man will die anyway at the hands of the enemy. This way he does not suffer and the rest of the team survive,na,na,na,na,,
226,5ee3f235c53c280e4261bcc3,Jogging,non_moral,58.0,58,1,1,Why?,"Paperwork can be done at anytime, but if i prefer to get it done first i should stick to this ",44146.0,2023-01-22 18:25:47,non_moral,"Paperwork can be done at anytime, but if i prefer to get it done first i should stick to this ",na,na,na,na,,
227,637ef49d54038582f78ff288,Bomb 2,personal_moral,25.0,35,0,0,"You are negotiating with a powerful and determined terrorist who is about to  set off a bomb in a crowded area. Your one advantage is that you have his teenage son in your custody. There is only one thing that you can do to stop him from detonating his bomb, which will kill thousands of people if detonated. To stop him, you must contact him over the satellite hook-up that he has established and, in front of the camera, break one of his sonâ€™s arms and then threaten to break the other one if he does not give himself up. Is it appropriate for you to break the terroristâ€™s sonâ€™s arm in order to prevent the terrorist from killing thousands of people with his bomb?",i think it would be,88131.0,2023-01-22 18:25:48,personal_moral,i think it would be,False,False,True,unclear,,
228,5ee3f235c53c280e4261bcc3,Jogging,non_moral,58.0,58,0,0,"You intend to accomplish two things this afternoon: going for a jog and  doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you donâ€™t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise?",Yes,44146.0,2023-01-22 18:25:48,non_moral,Yes,True,False,False,yes,,
229,637ef49d54038582f78ff288,Bomb 2,personal_moral,25.0,35,1,1,Why?,the kid will survive and so will all the people. no deaths compared to thosands is an easy question to answer,88131.0,2023-01-22 18:25:49,personal_moral,the kid will survive and so will all the people. no deaths compared to thosands is an easy question to answer,na,na,na,na,,
230,62d7ff5d3dc7c359cb3fa1ab,Environmental Policy B1,impersonal_moral,15.0,16,0,0,"You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 92% chance of causing no deaths and an 8% chance of causing 10, 000 deaths. Is it appropriate for you to vote for Policy B over Policy A?",No,52788.0,2023-01-22 18:26:13,impersonal_moral,No,False,True,False,no,,
231,62d7ff5d3dc7c359cb3fa1ab,Environmental Policy B1,impersonal_moral,15.0,16,1,1,Why?,The consequences of policy B are so much great than A with only a 2% chance of better success ,52788.0,2023-01-22 18:26:14,impersonal_moral,The consequences of policy B are so much great than A with only a 2% chance of better success ,na,na,na,na,,
232,5ee3f235c53c280e4261bcc3,Five-for-Seven Trolley,impersonal_moral,59.0,12,0,0,"You are at the wheel of a runaway trolley quickly approaching a fork  in the tracks. On the tracks extending to the left is a group of five railway workmen. On the tracks extending to the right is a group of seven railway workmen. If you do nothing the trolley will proceed to the left, causing the deaths of the five workmen. The only way to save these workmen is to hit a switch on your dashboard that will cause the trolley to proceed to the right, causing the deaths of the seven workmen on the other side. Is it appropriate for you to hit the switch in order to avoid the deaths of the five workmen?",No,37550.0,2023-01-22 18:26:25,impersonal_moral,No,False,True,False,no,,
233,5ee3f235c53c280e4261bcc3,Five-for-Seven Trolley,impersonal_moral,59.0,12,1,1,Why?,More people will have died and i would be responsible for that,37550.0,2023-01-22 18:26:26,impersonal_moral,More people will have died and i would be responsible for that,na,na,na,na,,
234,5ee3f235c53c280e4261bcc3,Sculpture ,impersonal_moral,60.0,9,1,1,Why?,The price of art is incomprabale to human life ,25582.0,2023-01-22 18:26:51,impersonal_moral,The price of art is incomprabale to human life ,na,na,na,na,,
235,5ee3f235c53c280e4261bcc3,Sculpture ,impersonal_moral,60.0,9,0,0,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workmanâ€™s life is to push one of the art collectorâ€™sprized sculptures down into the valley so that it will roll onto the tracks and block the trolleyâ€™s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workmanâ€™s life?",Yes,25582.0,2023-01-22 18:26:52,impersonal_moral,Yes,True,False,False,yes,,
236,62d7ff5d3dc7c359cb3fa1ab,Submarine,personal_moral,16.0,36,0,0,You are the captain of a military submarine travelling underneath a large iceberg.  An onboard explosion has caused you to lose most of your oxygen supply and has injured one of your crew who is quickly losing blood. The injured crew member is going to die from his wounds no matter what happens. The remaining oxygen is not sufficient for the entire crew to make it to the surface. The only way to save the other crew members is to shoot dead the injured crew member so that there will be just enough oxygen for the rest of the crew to survive. Is it appropriate for you to kill the fatally injured crew member in order to save the lives of the remaining crew members?,Yes,43995.0,2023-01-22 18:26:58,personal_moral,Yes,True,False,False,yes,,
237,62d7ff5d3dc7c359cb3fa1ab,Submarine,personal_moral,16.0,36,1,1,Why?,"In this case, killing one person who is going to die anyone is the best use of resources",43995.0,2023-01-22 18:26:59,personal_moral,"In this case, killing one person who is going to die anyone is the best use of resources",na,na,na,na,,
238,637ef49d54038582f78ff288,Sculpture ,impersonal_moral,26.0,9,0,0,"You are visiting the sculpture garden of a wealthy art collector. The garden  overlooks a valley containing a set of train tracks. A railway workman is working on the tracks, and an empty runaway trolley is heading down the tracks toward the workman. The only way to save the workmanâ€™s life is to push one of the art collectorâ€™sprized sculptures down into the valley so that it will roll onto the tracks and block the trolleyâ€™s passage. Doing this will destroy the sculpture. Is it appropriate for you to destroy the sculpture in order to save this workmanâ€™s life?",i think it would be,95237.0,2023-01-22 18:27:23,impersonal_moral,i think it would be,False,False,True,unclear,,
239,637ef49d54038582f78ff288,Sculpture ,impersonal_moral,26.0,9,1,1,Why?,because if you dont that would mean you think the inaniamte object has more worth than a person,95237.0,2023-01-22 18:27:24,impersonal_moral,because if you dont that would mean you think the inaniamte object has more worth than a person,na,na,na,na,,
240,62d7ff5d3dc7c359cb3fa1ab,Standard Turnips,non_moral,17.0,43,0,0,You are a farm worker driving a turnip-harvesting machine. You are approaching two  diverging paths. By choosing the path on the left you will harvest ten bushels of turnips. By choosing the path on the right you will harvest twenty bushels of turnips. If you do nothing your turnip-harvesting machine will turn to the left. Would you turn your turnip-picking machine to the right in order to harvest twenty bushels of turnips instead of ten?,Yes,42295.0,2023-01-22 18:27:40,non_moral,Yes,True,False,False,yes,,
241,62d7ff5d3dc7c359cb3fa1ab,Standard Turnips,non_moral,17.0,43,1,1,Why?,Changing the course of the machine doesn't negatively impact anyone and only helps us,42295.0,2023-01-22 18:27:41,non_moral,Changing the course of the machine doesn't negatively impact anyone and only helps us,na,na,na,na,,
242,5ee3f235c53c280e4261bcc3,Donation,impersonal_moral,61.0,5,1,1,Why?,"It is my money and my decision on where to spend this, i dontate to other places and cannot help everyone",54237.0,2023-01-22 18:27:45,impersonal_moral,"It is my money and my decision on where to spend this, i dontate to other places and cannot help everyone",na,na,na,na,,
243,5ee3f235c53c280e4261bcc3,Donation,impersonal_moral,61.0,5,0,0,You are at home one day when the mail arrives. You receive a  letter from a reputable international aid organization. The letter asks you to make a donation of two hundred dollars to their organization. The letter explains that a two hundred-dollar donation will allow this organization to provide needed medical attention to some poor people in another part of the world. Is it appropriate for you to not make a donation to this organization in order to save money?,Yes,54237.0,2023-01-22 18:27:46,impersonal_moral,Yes,True,False,False,yes,,
244,637ef49d54038582f78ff288,Environmental Policy B2,impersonal_moral,27.0,17,0,0,You are a member of a government legislature. The legislature is deciding between  two different policies concerning environmental hazards. Policy A has a 90% chance of causing no deaths at all and has a 10% chance of causing 1000 deaths. Policy B has a 88% chance of causing no deaths and a 12% chance of causing 10 deaths. Is it appropriate for you to vote for Policy A over Policy B?,no,33576.0,2023-01-22 18:27:57,impersonal_moral,no,False,True,False,no,,
245,637ef49d54038582f78ff288,Environmental Policy B2,impersonal_moral,27.0,17,1,1,Why?,because there is a risk of more people dying ,33576.0,2023-01-22 18:27:58,impersonal_moral,because there is a risk of more people dying ,na,na,na,na,,
246,62d7ff5d3dc7c359cb3fa1ab,Speedboat,impersonal_moral,18.0,10,0,0,"While on vacation on a remote island, you are fishing from a seaside  dock. You observe a group of tourists board a small boat and set sail for a nearby island. Soon after their departure you hear over the radio that there is a violent storm brewing, a storm that is sure to intercept them. The only way that you can ensure their safety is to warn them by borrowing a nearby speedboat. The speedboat belongs to a miserly tycoon who would not take kindly to your borrowing his property. Is it appropriate for you to borrow the speedboat in order to warn the tourists about the storm?",No,60719.0,2023-01-22 18:28:41,impersonal_moral,No,False,True,False,no,,
247,62d7ff5d3dc7c359cb3fa1ab,Speedboat,impersonal_moral,18.0,10,1,1,Why?,This would incur negative consequences for you that might not be necessary. There may be a capable captain onboard or a radio,60719.0,2023-01-22 18:28:42,impersonal_moral,This would incur negative consequences for you that might not be necessary. There may be a capable captain onboard or a radio,na,na,na,na,,
248,637ef49d54038582f78ff288,Food Prep,non_moral,28.0,59,1,1,Why?,because i would regret not cutting the vegetables after boling the water to save time,76271.0,2023-01-22 18:29:13,non_moral,because i would regret not cutting the vegetables after boling the water to save time,na,na,na,na,,
249,637ef49d54038582f78ff288,Food Prep,non_moral,28.0,59,0,0,"You are preparing pasta with fresh vegetables, and you are deciding on the  order in which you will do the various things you need to do. You are in a big hurry. At the moment you have a slight urge to cut vegetables. If you first start the water boiling and then cut the vegetables you will be done in twenty minutes. If you cut the vegetables and then start the water boiling you will be done in forty minutes. Would you cut the vegetables first and then start the water boiling in order to satisfy your slight urge to cut vegetables?",no,76271.0,2023-01-22 18:29:14,non_moral,no,False,True,False,no,,
250,62d7ff5d3dc7c359cb3fa1ab,Infanticide,personal_moral,19.0,31,0,0,"You are a fifteen year-old girl who has become pregnant. By wearing loose  clothing and deliberately putting on weight you have managed to keep your pregnancy a secret. One day, while at school, your water breaks. You run to the girls locker room and hide for several hours while you deliver the baby. You are sure that you are not prepared to care for this baby. You think to yourself that it would be such a relief to simply clean up the mess youâ€™ve made in the locker room, wrap the baby in some towels, throw the baby in the dumpster behind the school, and act as if nothing had ever happened. Is it appropriate for you to throw your baby in the dumpster in order to move on with your life?",NO,67056.0,2023-01-22 18:29:48,personal_moral,NO,False,True,False,no,,
251,62d7ff5d3dc7c359cb3fa1ab,Infanticide,personal_moral,19.0,31,1,1,Why?,That baby has a right to life now as an abortion could have taken place if the decision had been made early. There are ways of giving up a baby without harming it,67056.0,2023-01-22 18:29:49,personal_moral,That baby has a right to life now as an abortion could have taken place if the decision had been made early. There are ways of giving up a baby without harming it,na,na,na,na,,
252,637ef49d54038582f78ff288,Architect,personal_moral,29.0,24,1,1,Why?,murder is wrong and someone making you miserable does not justify killing them,48819.0,2023-01-22 18:30:02,personal_moral,murder is wrong and someone making you miserable does not justify killing them,na,na,na,na,,
253,637ef49d54038582f78ff288,Architect,personal_moral,29.0,24,0,0,"You are a young architect visiting one of your construction sites with your  boss. Your boss is a despicable individual who makes everyone around him miserable including you. It occurs to you that if you were to push him off of the building you are inspecting, he would fall to his death and everyone would think it was an accident. Is it appropriate for you to push your boss off of the building in order to get him out of your life?",no,48819.0,2023-01-22 18:30:03,personal_moral,no,False,True,False,no,,
254,62d7ff5d3dc7c359cb3fa1ab,Resume,impersonal_moral,20.0,14,1,1,Why?,He lied and may not be the right candidate ultimatley taking the job from others,34872.0,2023-01-22 18:30:24,impersonal_moral,He lied and may not be the right candidate ultimatley taking the job from others,na,na,na,na,,
255,62d7ff5d3dc7c359cb3fa1ab,Resume,impersonal_moral,20.0,14,0,0,"You have a friend who has been trying to find a job lately  without much success. He figured that he would be more likely to get hired if he had a more impressive resume. He decided to put some false information on his resume in order to make it more impressive. By doing this he ultimately managed to get hired, beating out several candidates who were actually more qualified than he. Was it appropriate for your friend to put false information on his resume in order to help him find employment?",No,34872.0,2023-01-22 18:30:25,impersonal_moral,No,False,True,False,no,,
256,62d7ff5d3dc7c359cb3fa1ab,Stock Tip,impersonal_moral,21.0,18,0,0,"You are a management consultant working on a case for a large corporate  client. You have access to confidential information that would be very useful to investors. You have a friend who plays the stock market. You owe this friend a sizable sum of money. By providing her with certain confidential information you could help her make a lot of money, considerably more than you owe her. If you did this, she would insist on canceling your debt. Releasing information in this way is strictly forbidden by federal law. Is it appropriate for you to release this information to your friend so that she will cancel your debt?",No,39254.0,2023-01-22 18:31:03,impersonal_moral,No,False,True,False,no,,
257,62d7ff5d3dc7c359cb3fa1ab,Stock Tip,impersonal_moral,21.0,18,1,1,Why?,This could lead you to lose your job and then never be able to pay off the debt,39254.0,2023-01-22 18:31:04,impersonal_moral,This could lead you to lose your job and then never be able to pay off the debt,na,na,na,na,,
258,637ef49d54038582f78ff288,Stock Tip,impersonal_moral,30.0,18,0,0,"You are a management consultant working on a case for a large corporate  client. You have access to confidential information that would be very useful to investors. You have a friend who plays the stock market. You owe this friend a sizable sum of money. By providing her with certain confidential information you could help her make a lot of money, considerably more than you owe her. If you did this, she would insist on canceling your debt. Releasing information in this way is strictly forbidden by federal law. Is it appropriate for you to release this information to your friend so that she will cancel your debt?",i wouldnt ,87781.0,2023-01-22 18:31:30,impersonal_moral,i wouldnt ,False,False,True,unclear,,
259,637ef49d54038582f78ff288,Stock Tip,impersonal_moral,30.0,18,1,1,Why?,simply because it is against the law to do so,87781.0,2023-01-22 18:31:31,impersonal_moral,simply because it is against the law to do so,na,na,na,na,,
260,62d7ff5d3dc7c359cb3fa1ab,Scenic Route,non_moral,22.0,52,0,0,"An old friend has invited you to spend the weekend with him at  his summer home some ways up the coast from where you are. You intend to travel there by car, and there are two routes that you can take: the highway and the coastal road. The highway will get you to your friendâ€™s house in about three hours, but the scenery along the highway is very boring. The coastal route will get you to your friendâ€™s house in about three hours and fifteen minutes, and the scenery along the coastal road is breathtakingly beautiful. Would you take the coastal route in order to observe the beautiful scenery as you drive?",Yes,46938.0,2023-01-22 18:31:50,non_moral,Yes,True,False,False,yes,,
261,62d7ff5d3dc7c359cb3fa1ab,Scenic Route,non_moral,22.0,52,1,1,Why?,"For the sake of 15 minutes, there are only positive outcomes from taking the scenic route",46938.0,2023-01-22 18:31:51,non_moral,"For the sake of 15 minutes, there are only positive outcomes from taking the scenic route",na,na,na,na,,
262,637ef49d54038582f78ff288,Train or Bus,non_moral,31.0,48,1,1,Why?,in this situation i cannot be late. so therefore even though i would like to have an hour to chill i would have to get there on time,51688.0,2023-01-22 18:32:22,non_moral,in this situation i cannot be late. so therefore even though i would like to have an hour to chill i would have to get there on time,na,na,na,na,,
263,637ef49d54038582f78ff288,Train or Bus,non_moral,31.0,48,0,0,"You need to travel from New York to Boston in order to attend  a meeting that starts at 2:00 PM. You can take either the train or the bus. The train will get you there just in time for your meeting no matter what. The bus is scheduled to arrive an hour before your meeting, but the bus is occasionally several hours late because of traffic. It would be nice to have an extra hour before the meeting, but you cannot afford to be late. Would you take the train instead of the bus in order to ensure your not being late for your meeting?",i would,51688.0,2023-01-22 18:32:23,non_moral,i would,False,False,True,unclear,,
264,62d7ff5d3dc7c359cb3fa1ab,Lost Wallet,impersonal_moral,23.0,20,1,1,Why?,You are aware who the money belongs to from the owners licence and can return it,55479.0,2023-01-22 18:32:46,impersonal_moral,You are aware who the money belongs to from the owners licence and can return it,na,na,na,na,,
265,62d7ff5d3dc7c359cb3fa1ab,Lost Wallet,impersonal_moral,23.0,20,0,0,"You are walking down the street when you come across a wallet lying  on the ground. You open the wallet and find that it contains several hundred dollars in cash as well the ownerâ€™s driverâ€™s license. From the credit cards and other items in the wallet itâ€™s very clear that the walletâ€™s owner is wealthy. You, on the other hand, have been hit by hard times recently and could really use some extra money. You consider sending the wallet back to the owner without the cash, keeping the cash for yourself. Is it appropriate for you to keep the money you found in the wallet in order to have more money for yourself?",No,55479.0,2023-01-22 18:32:47,impersonal_moral,No,False,True,False,no,,
266,62d7ff5d3dc7c359cb3fa1ab,Lawrence of Arabia,personal_moral,24.0,37,0,0,"You are the leader of a small army that consists of warriors from  two tribes, the hill tribe and the river tribe. You belong to neither tribe. During the night a hill tribesman got into an argument with a river tribesman and murdered him. The river tribe will attack the hill tribe unless the murderer is put to death, but the hill tribe refuses to kill one of its own warriors. The only way for you to avoid a war between the two tribes that will costs hundreds of lives is to publicly execute the murderer by cutting off is head with your sword. Is it appropriate for you to cut off this manâ€™s head in order to prevent the two tribes from fighting a war that will cost hundreds of lives?",No,47624.0,2023-01-22 18:33:33,personal_moral,No,False,True,False,no,,
267,62d7ff5d3dc7c359cb3fa1ab,Lawrence of Arabia,personal_moral,24.0,37,1,1,Why?,In this situation you are not actually involved and should allow the tribes to come to their own agreement,47624.0,2023-01-22 18:33:34,personal_moral,In this situation you are not actually involved and should allow the tribes to come to their own agreement,na,na,na,na,,
